 22.172       4.851      -0.067
 20.938       7.032      -0.099
 18.753       8.311      -0.074
 14.063       9.635      -0.055
 16.571       9.603      -0.037
  9.637       7.173      -0.196
  8.348       5.026      -0.217
 11.850       8.399      -0.126
  8.142     -10.125       0.251
  8.313       2.496      -0.186
  8.113     -12.652       0.384
  9.346     -14.828       0.525
 11.529     -16.106       0.629
 16.217     -17.428       0.736
 13.711     -17.396       0.717
 20.647     -14.970       0.637
 22.082      -2.727       0.249
 22.049      -5.248       0.355
 22.011      -7.770       0.426
 21.972     -10.296       0.489
 22.143       2.322       0.013
 21.936     -12.823       0.564
 18.431     -16.193       0.686
 22.114      -0.204       0.122
  8.238      -2.554      -0.062
  8.203      -5.077       0.031
  8.170      -7.600       0.134
  8.273      -0.032      -0.137
 18.882       3.599      -0.034
 20.354       3.577      -0.030
 21.065       4.869      -0.062
 16.715       4.878      -0.063
 18.171       4.860      -0.057
 18.910       6.128      -0.071
 20.384       6.074      -0.079
 12.347       4.933      -0.121
 13.802       4.915      -0.094
 14.545       6.164      -0.085
 16.003       6.145      -0.071
 16.751       7.398      -0.065
 18.192       7.357      -0.070
 11.640       6.220      -0.140
 12.387       7.431      -0.118
 13.828       7.436      -0.089
 14.608       8.672      -0.065
 16.002       8.653      -0.054
  9.455       5.015      -0.189
 10.167       6.201      -0.178
 13.634      -7.649       0.299
 12.170      -7.633       0.261
 11.431      -8.883       0.291
  9.958      -8.867       0.246
 11.533      -1.341      -0.007
  9.248     -10.136       0.283
 15.804      -8.931       0.393
 14.344      -8.913       0.365
 15.907      -1.400       0.100
 13.602     -10.162       0.397
 14.445      -1.382       0.071
 12.140     -10.145       0.362
 13.702      -2.625       0.556
 11.604       3.690      -0.126
 11.402     -11.397       0.400
 12.241      -2.610       0.065
 10.132       3.704      -0.160
  9.930     -11.376       0.362
 11.498      -3.856       0.088
  9.419       2.480      -0.159
  9.220     -12.668       0.410
 20.296      -1.447       0.162
 17.975     -10.218       0.463
 18.820      -1.430       0.142
 16.512     -10.199       0.447
 18.078      -2.680       0.192
 15.972       3.626      -0.053
 15.770     -11.443       0.482
 16.615      -2.662       0.523
 14.513       3.644      -0.072
 14.311     -11.424       0.460
 13.771       2.400      -0.063
 13.568     -12.675       0.500
 15.877      -3.907       1.136
 14.406      -3.890       1.103
 12.309       2.419      -0.092
 12.112     -12.658       0.474
 13.666      -5.138       0.659
 11.568       1.173      -0.082
 11.373     -13.925       0.520
 12.207      -5.119       0.165
 10.095       1.193      -0.118
  9.901     -13.871       0.487
 20.976      -2.712       0.232
 18.679     -11.489       0.509
 20.264      -3.963       0.278
 18.143       2.346      -0.007
 17.936     -12.731       0.549
 18.786      -3.945       0.255
 16.681       2.363      -0.021
 16.481     -12.713       0.537
 18.043      -5.190       0.299
 15.939       1.113       0.004
 15.737     -13.960       0.581
 16.582      -5.174       0.726
 14.480       1.131      -0.021
 14.279     -13.941       0.565
 15.839      -6.418       0.308
 13.736      -0.115       0.003
 13.531     -15.193       0.613
 14.376      -6.400       0.275
 12.273      -0.096      -0.029
 12.090     -15.153       0.592
 20.942      -5.232       0.338
 18.852       1.083       0.040
 18.643     -14.017       0.600
 20.228      -6.479       0.371
 18.113      -0.168       0.080
 17.894     -15.226       0.645
 18.751      -6.459       0.351
 16.650      -0.151       0.058
 16.453     -15.231       0.639
 18.011      -7.704       0.384
 15.673     -16.465       0.689
 16.547      -7.685       0.361
 14.279     -16.447       0.678
 20.904      -7.754       0.416
 20.189      -8.994       0.444
 18.716      -8.973       0.431
 20.865     -10.280       0.484
 20.152     -11.504       0.517
 11.464      -6.370       0.188
 21.036       2.335       0.009
 20.829     -12.813       0.562
 20.326       1.067       0.052
 20.117     -13.999       0.602
 21.007      -0.191       0.111
  9.988      -6.354       0.141
 10.022      -3.838       0.041
 10.057      -1.321      -0.050
  9.344      -2.569      -0.027
  9.309      -5.089       0.068
  9.276      -7.611       0.170
  9.380      -0.047      -0.107
