17.693  13.826  -0.000  
19.858  12.564  -0.055  
21.106  10.363  -0.147  
22.366  5.656  -0.260  
22.367  8.165  -0.250  
19.852  1.261  -0.081  
17.690  -0.000  0.000  
21.104  3.459  -0.170  
2.530  -0.005  0.047  
15.160  -0.002  0.055  
0.000  -0.000  0.000  
-2.163  1.262  -0.054  
-3.415  3.463  -0.091  
-4.677  8.168  -0.104  
-4.678  5.662  -0.113  
-2.159  12.565  -0.043  
10.109  13.837  -0.058  
7.585  13.838  -0.078  
5.062  13.833  -0.064  
2.535  13.828  -0.041  
15.163  13.830  0.006  
0.007  13.825  -0.030  
-3.412  10.366  -0.074  
12.635  13.835  -0.017  
10.108  -0.010  0.103  
7.583  -0.012  0.095  
5.058  -0.011  0.078  
12.631  -0.009  0.092  
16.396  10.553  -0.024  
16.394  12.025  -0.012  
17.698  12.719  -0.017  
17.648  8.369  -0.063  
17.649  9.825  -0.052  
18.927  10.548  -0.074  
18.891  12.021  -0.047  
17.648  4.001  -0.051  
17.647  5.456  -0.062  
18.905  6.183  -0.106  
18.905  7.641  -0.104  
20.167  8.373  -0.145  
20.145  9.814  -0.124  
18.924  3.277  -0.083  
20.143  4.008  -0.139  
20.166  5.449  -0.153  
21.410  6.214  -0.211  
21.412  7.608  -0.207  
17.693  1.106  -0.016  
18.887  1.803  -0.061  
5.075  5.454  -0.025  
5.074  3.990  -0.007  
3.814  3.268  -0.001  
3.812  1.794  0.028  
11.363  3.270  0.042  
2.533  1.101  0.027  
3.820  7.642  -0.055  
3.821  6.182  -0.042  
11.350  7.646  -0.030  
2.561  5.456  -0.041  
11.348  6.181  -0.019  
2.560  3.994  -0.022  
10.092  5.459  -0.407  
16.395  3.275  -0.011  
1.297  3.272  -0.025  
10.098  4.002  0.007  
16.390  1.801  0.007  
1.300  1.800  -0.003  
8.845  3.268  0.030  
15.158  1.104  0.040  
-0.002  1.107  -0.014  
11.367  12.034  -0.033  
2.561  9.829  -0.059  
11.365  10.557  -0.028  
2.561  8.368  -0.059  
10.102  9.828  -0.054  
16.386  7.643  -0.037  
1.307  7.641  -0.059  
10.093  8.371  -0.350  
16.386  6.184  -0.034  
1.307  6.183  -0.053  
15.132  5.458  -0.008  
0.045  5.455  -0.058  
8.824  7.668  -0.888  
8.821  6.174  -0.873  
15.133  3.995  0.005  
0.045  4.000  -0.048  
7.575  5.456  -0.424  
13.877  3.271  0.029  
-1.233  3.278  -0.059  
7.591  4.000  -0.007  
13.879  1.796  0.050  
-1.197  1.804  -0.043  
10.109  12.731  -0.053  
1.298  10.551  -0.055  
8.848  12.036  -0.062  
15.135  9.832  -0.016  
0.045  9.824  -0.059  
8.847  10.559  -0.058  
15.133  8.368  -0.018  
0.045  8.368  -0.064  
7.593  9.826  -0.077  
13.873  7.643  -0.007  
-1.213  7.641  -0.073  
7.575  8.374  -0.460  
13.872  6.184  0.002  
-1.212  6.184  -0.074  
6.341  7.645  -0.068  
12.616  5.456  0.015  
-2.475  5.453  -0.086  
6.340  6.180  -0.051  
12.618  3.992  0.027  
-2.454  4.011  -0.081  
7.587  12.731  -0.075  
13.880  10.556  -0.013  
-1.232  10.548  -0.060  
6.330  12.032  -0.070  
12.620  9.835  -0.019  
-2.451  9.816  -0.071  
6.331  10.556  -0.066  
12.616  8.372  -0.009  
-2.474  8.375  -0.080  
5.076  9.833  -0.067  
-3.720  7.612  -0.096  
5.077  8.369  -0.056  
-3.721  6.217  -0.100  
5.064  12.727  -0.066  
3.815  12.029  -0.059  
3.816  10.554  -0.063  
2.535  12.721  -0.048  
1.304  12.024  -0.047  
6.329  3.268  0.018  
15.161  12.723  -0.002  
0.001  12.718  -0.040  
13.883  12.030  -0.009  
-1.194  12.022  -0.047  
12.634  12.728  -0.018  
6.327  1.791  0.050  
8.845  1.790  0.064  
11.363  1.793  0.068  
10.107  1.096  0.080  
7.585  1.095  0.070  
5.060  1.096  0.054  
12.630  1.099  0.074  
